DHB,year,sex,cancer,incidence_num,incidence_rate,group
West Coast,2020,AllSex,Non-Hodgkin lymphoma,7,7.9,AllSex
Whanganui,2020,AllSex,Non-Hodgkin lymphoma,13,9.7,AllSex
All New Zealand,2020,AllSex,Pancreas,763,8.5,AllSex
Auckland,2020,AllSex,Pancreas,57,7.6,AllSex
Bay of Plenty,2020,AllSex,Pancreas,41,7.8,AllSex
Canterbury,2020,AllSex,Pancreas,95,9.3,AllSex
Capital & Coast,2020,AllSex,Pancreas,41,8.5,AllSex
Counties Manukau,2020,AllSex,Pancreas,60,7.7,AllSex
Hawke's Bay,2020,AllSex,Pancreas,23,6.1,AllSex
Hutt Valley,2020,AllSex,Pancreas,13,4.8,AllSex
Lakes,2020,AllSex,Pancreas,18,8.2,AllSex
MidCentral,2020,AllSex,Pancreas,31,8.1,AllSex
Nelson Marlborough,2020,AllSex,Pancreas,22,6.1,AllSex
Northland,2020,AllSex,Pancreas,33,7.9,AllSex
South Canterbury,2020,AllSex,Pancreas,11,8,AllSex
Southern,2020,AllSex,Pancreas,70,10.3,AllSex
Tairawhiti,2020,AllSex,Pancreas,7,7.6,AllSex
Taranaki,2020,AllSex,Pancreas,27,11.3,AllSex
Waikato,2020,AllSex,Pancreas,95,11.8,AllSex
Wairarapa,2020,AllSex,Pancreas,16,16,AllSex
Waitemata,2020,AllSex,Pancreas,77,7.2,AllSex
West Coast,2020,AllSex,Pancreas,7,8,AllSex
Whanganui,2020,AllSex,Pancreas,17,11.2,AllSex
